content,created_at,likes,retweets,replies
"130 years ago, the innovative Benz Motor-Velocipede with its lightweight construction marked a turning point for the automobile industry: The model was the first series-production passenger car in history. More: http://mb4.me/BenzMotorVelocipede…#MercedesBenz#MBclassic",2024-08-15,0,0,0
"The interior design of the Mercedes-Maybach EQS SUV is based on one simple credo: “What is good must also be beautiful”! More: http://mb4.me/MaybachEQSSUVInside… [Mercedes-Maybach EQS 680 SUV | Energieverbrauch kombiniert: 24,1‒22 kWh/100 km | CO₂-Emissionen kombiniert: 0 g/km |",2024-08-14,0,0,0
"Our new Mercedes-Benz Magazine. With a new name and an updated look. Join us on a road trip through Yucatán in the GLB, a city tour of Mumbai in the EQS and a visit to Brooklyn with Tobias van Schneider and his G-Class. Get your free copy: http://mb4.me/MB-Magazin-01-2024…#MercedesBenz",2024-08-14,0,0,0
"Hitting the road towards a more sustainable future? Then count on our #EQSSUV, with a range of up to 719 km and built with more sustainably sourced materials. Tomorrow drives Mercedes-Benz. #MercedesBenz#Sustainability",2024-08-13,0,0,0
"The G-Class is and remains the GELÄNDEWAGEN: Whether all-electric or electrified, you choose whatever you prefer. #MercedesBenz#GClass [Mercedes-Benz G 580 mit EQ Technologie | Energieverbrauch kombiniert: 30,3‒27,7 kWh/100 km | CO₂-Emissionen kombiniert: 0 g/km |",2024-08-13,0,0,0
130 Years of Mercedes-Benz in motorsport You can only take one for a spin. Which one you choosing...,2024-08-11,0,0,0
Becoming… a Game Changer – Maybelle is an environmental engineer in our Research & Development department. In her job she aligns our company guidelines with evolving legal requirements. One of the many aspects she values the most is working with a highly motivated team and,2024-08-12,0,0,0
"Like a beautiful pair of handmade shoes or some sharp sneakers complete any outfit, a cars’ wheels are what influences the aesthetics of its appearance. With the perfect balance between functionality and design, they refine and define the character of every Mercedes-Benz and",2024-08-12,0,0,0
Rich in expressiveness from every angle. tomklockerphoto (IG) for #MBcreator#MercedesBenz#MercedesAMG,2024-08-09,0,0,0
"A very special centenary Join 
@frederik_vesti
 as he gets to grips with the legendary Targa Florio-winning Mercedes from 1924 Click below to read the epic story of the car's success in the race 100 years ago...",2024-08-08,0,0,0
"The newly updated #EQS proves. Thanks to a more innovative and sustainable material mix, combined with more battery capacity, with up to 821 km on a single charge, you don’t have to sacrifice performance for sustainability. Tomorrow drives Mercedes-Benz. #MercedesBenz",2024-08-08,0,0,0
Discover an entirely new level of digital luxury with the software-driven user interface/user experience (UI/UX) approach on our VISION EQXX. More: http://mb4.me/VISION-EQXX-UI-UX-Design…#MercedesBenz#VISIONEQXX,2024-08-08,0,0,0
Think you know everything about our 2024 season so far? Time to put your knowledge to the test with our bumper summer break team quiz - let us know how you do below!,2024-08-07,0,0,0
"A fun family trip with the E-Class All-Terrain: Check out these pictures from the current Mercedes-Benz Magazine, featuring products from the Mercedes-Benz shop. Full story: https://mb.mb4.me/Family-Fun jessica_sidenros (IG) #MercedesBenz#EClass",2024-08-07,0,0,0
"Do you remember when we polled you about what kind of drive system of the #MercedesAMG#GT 43 Coupé gives it its dynamic handling capabilities? And the answer is the rear-wheel drive. More: http://mb4.me/MercedesAMG-GT-43… [Mercedes-AMG GT 43 | Energieverbrauch kombiniert: 10,3 l/100",2024-08-07,0,0,0
The best Mercedes moment of 2024 so far...,2024-08-06,0,0,0
Dress code: cobblestone chic. pslomoto on Instagram #MercedesAMG#AMGThrill#MyAMG#AMGClassics,2024-08-05,0,0,0
"While the sun is sinking in the distance, the road will guide you home. #MercedesBenz#MercedesAMG#GClass This vehicle indicates specifications, that are not available in certain markets.",2024-08-06,0,0,0
Collecting memories in the roadster. Share your AMG road trip adventures with us using the hashtag #MyAMG simonluckhoff on Instagram #MercedesAMG#AMGThrill#AMGClassics,2024-08-04,0,0,0
"Performance that once discovered, you will never want to try anything else. david.stegmaier (IG) for #MBcreator#MercedesAMG",2024-08-05,0,0,0
"70 years ago, the stage was set at the International Motor Sports Show in New York for a moment that changed the automotive landscape forever: the 300 SL “Gullwing” super sports car (W 198) thrilled the public. More: http://mb4.me/70-years-300-SL#MercedesBenz#MBclassic#SL",2024-08-05,0,0,0
Elegance and maximum comfort combined with the greatest attention to detail – The EQE SUV. lucs.lens (IG) for #MBcreator#MercedesBenz,2024-08-02,0,0,0
"Discover the magic of road trips with the #CLE, where the open road awaits you. lifeof_ronja (IG) for #MBcreator#MercedesBenz",2024-08-02,0,0,0
